date,forecast_var,fold,actual_var,target,log_forecast
2020-12-17,5.374435109154832e-05,Fold4_2020_COVID,3.109776300829581e-05,-10.378374670359804,-9.831271992450665
2020-12-18,5.142420720455999e-05,Fold4_2020_COVID,1.6006845057376704e-05,-11.042494111125658,-9.87540153908157
2020-12-21,5.128452930581244e-05,Fold4_2020_COVID,1.2830387811488146e-05,-11.263694152865405,-9.878121424255939
2020-12-22,4.9910854566570585e-05,Fold4_2020_COVID,2.8454479832692468e-06,-12.769790039418503,-9.905272052478054
2020-12-23,4.3597286339505264e-05,Fold4_2020_COVID,8.074532911155482e-07,-14.029380627342372,-10.040515649465874
2020-12-24,3.295761686751361e-05,Fold4_2020_COVID,1.5073250476257692e-05,-11.102588876728825,-10.32028815931394
2020-12-28,3.100302532966455e-05,Fold4_2020_COVID,7.317353268736693e-05,-9.522676777690316,-10.381425766961346
2020-12-29,4.209957514174328e-05,Fold4_2020_COVID,3.646579776670921e-06,-12.521720877160742,-10.075472908971912
2020-12-30,3.834200499085664e-05,Fold4_2020_COVID,2.0327220212208128e-06,-13.106134765957217,-10.168964526699593
2020-12-31,2.969334174505509e-05,Fold4_2020_COVID,2.5686331060370803e-05,-10.569551572908871,-10.424587720956714
2021-01-04,3.118909553667631e-05,Fold5_2021,0.00018789430994248715,-8.579630934374386,-10.375442026268512
2021-01-05,7.324326938939584e-05,Fold5_2021,4.711228958824485e-05,-9.962976665536582,-9.521724199757825
2021-01-06,7.032928912426816e-05,Fold5_2021,3.552716034582028e-05,-10.245213073843587,-9.562322215412363
2021-01-07,6.512614806227101e-05,Fold5_2021,0.000217508480764163,-8.433272716176564,-9.639184429450793
2021-01-08,9.709420943627899e-05,Fold5_2021,3.2279384602966025e-05,-10.341081779088553,-9.239828819499005
2021-01-11,8.358227183743443e-05,Fold5_2021,4.57461531833412e-05,-9.99240285320219,-9.389679119722215
2021-01-12,8.564393790572804e-05,Fold5_2021,4.4568359815956266e-08,-16.926241650845565,-9.365312113215301
2021-01-13,6.34851135208014e-05,Fold5_2021,7.231941167011738e-06,-11.837003069999891,-9.664705112292564
2021-01-14,5.0499182042921074e-05,Fold5_2021,1.2305156571430158e-05,-11.305492149990085,-9.893553418984014
2021-01-15,4.9074037858003385e-05,Fold5_2021,5.357492772713857e-05,-9.834429365609022,-9.922180423536409
2021-01-19,6.0320535896374204e-05,Fold5_2021,6.11743772867871e-05,-9.701782127898019,-9.715837950080328
2021-01-20,6.375858631578432e-05,Fold5_2021,0.00018889232970606878,-8.574333389331144,-9.660406695688838
2021-01-21,9.082802203237941e-05,Fold5_2021,8.302115635380078e-07,-14.001585272807265,-9.306542707276725
2021-01-22,6.492276059395786e-05,Fold5_2021,1.2571262547758372e-05,-11.284097099056899,-9.642312293209672
2021-01-25,6.0117511083858896e-05,Fold5_2021,1.5490840739843093e-05,-11.075261628711237,-9.719209393073879
2021-01-26,5.149534230499978e-05,Fold5_2021,2.440289040727107e-06,-12.923394066360526,-9.874019195064204
2021-01-27,4.446414199343139e-05,Fold5_2021,0.000612267543218002,-7.39834120885855,-10.020827491522136
2021-01-28,0.00016690851657095318,Fold5_2021,7.3334381399058e-05,-9.520481008576812,-8.69806470061183
2021-01-29,0.00014493780572090486,Fold5_2021,0.00040895552375532965,-7.8019041517090155,-8.839205833621522
2021-02-01,0.00020956359238293653,Fold5_2021,0.0002725275317529587,-8.20777091500875,-8.47048332106815
2021-02-02,0.00021984475912854395,Fold5_2021,0.00019715472526367245,-8.53152173006749,-8.422588901018027
2021-02-03,0.00021200564914491314,Fold5_2021,6.179382330912946e-07,-14.296877330937916,-8.458897636737317
2021-02-04,0.00014321860882826758,Fold5_2021,0.00012772261341261392,-8.965649728280264,-8.851138361962418
2021-02-05,0.00014131811973640051,Fold5_2021,1.5432206231311366e-05,-11.079053918575637,-8.864497040568915
2021-02-08,0.00010800607935165984,Fold5_2021,5.1782067214080527e-05,-9.86846666141576,-9.133323042131147
